epoch,acc,loss,mean_absolute_error,mean_squared_error,val_acc,val_loss,val_mean_absolute_error,val_mean_squared_error
17,0.019801979755411054,8.917342747792159,2.144750919082377,8.917342747792159,0.03921568539797091,22.59632402307847,3.1340484198401954,22.59632402307847
18,0.022277227224837437,8.76938703243095,2.1188263934437592,8.76938703243095,0.03921568539797091,22.329258245580338,3.089987979215734,22.329258245580338
19,0.022277227224837437,8.671016584528555,2.1059215523228785,8.671016584528555,0.03921568539797091,22.129247160518872,3.062866954242482,22.129247160518872
20,0.024752475155314597,8.626023538041823,2.0989082077942274,8.626023538041823,0.03921568539797091,22.139155313080433,3.0595579568077538,22.139155313080433
21,0.024752474694263817,8.600166026908573,2.0988630758653772,8.600166026908573,0.03921568539797091,22.11100705464681,3.051203774470909,22.11100705464681
22,0.0272277221636902,8.573731271347198,2.0922507555177896,8.573731271347198,0.03921568539797091,22.094750647451363,3.0480869798099293,22.094750647451363
23,0.0272277221636902,8.567482642608114,2.092054980226082,8.567482642608114,0.03921568539797091,22.07833817425896,3.044608368593104,22.07833817425896
0,0.0272277221636902,8.56081503452641,2.0920053183442295,8.56081503452641,0.03921568539797091,22.092806386012658,3.0444471508848903,22.092806386012658
1,0.0272277221636902,8.557708322411717,2.09249755533615,8.557708322411717,0.03921568539797091,22.090217197642605,3.0431779646405985,22.090217197642605
2,0.0272277221636902,8.554299718082541,2.0926578924207404,8.554299718082541,0.03921568539797091,22.088092299068677,3.0427258014678955,22.088092299068677
3,0.027227722219016294,8.552672284664494,2.092257250653635,8.552672284664494,0.03921568539797091,22.08102701224533,3.0406702920502306,22.08102701224533
4,0.0272277221636902,8.549261418899688,2.092351185213221,8.549261418899688,0.03921568539797091,22.074924038905724,3.0398514504526175,22.074924038905724
5,0.0272277221636902,8.548059326587337,2.0921380443148094,8.548059326587337,0.03921568539797091,22.069824517941942,3.0386569172728297,22.069824517941942
6,0.024752474694263817,8.545396625405491,2.0919969093681563,8.545396625405491,0.03921568539797091,22.060525744569066,3.035933849858303,22.060525744569066
7,0.024752474694263817,8.541874522029763,2.092690098403704,8.541874522029763,0.03921568539797091,22.036828957351982,3.032326156017827,22.036828957351982
8,0.024752474694263817,8.536818773439615,2.0925830484616874,8.536818773439615,0.03921568539797091,22.051856377545526,3.0317688268773697,22.051856377545526
9,0.024752475155314597,8.53338613604555,2.093425434414703,8.53338613604555,0.03921568539797091,22.04674831091189,3.030728910483566,22.04674831091189
10,0.024752474694263817,8.532171261192548,2.0934523603703714,8.532171261192548,0.03921568539797091,22.02846747753667,3.0294008255004883,22.02846747753667
11,0.024752474694263817,8.531398933712799,2.092465067263877,8.531398933712799,0.03921568539797091,22.02218023935954,3.0285103601567886,22.02218023935954
12,0.024752474694263817,8.53026001524217,2.092492110068255,8.53026001524217,0.03921568539797091,22.018126899120855,3.02838358224607,22.018126899120855
13,0.024752474694263817,8.529969340503806,2.091785728931427,8.529969340503806,0.03921568539797091,22.009039411357804,3.027018014122458,22.009039411357804
14,0.024752474694263817,8.52790893894611,2.091551750603289,8.52790893894611,0.03921568539797091,22.01245289222867,3.02625147969115,22.01245289222867
15,0.024752474694263817,8.526944675067863,2.0920503965698845,8.526944675067863,0.03921568539797091,21.999460575627346,3.024141363069123,21.999460575627346
16,0.024752474694263817,8.524461436979841,2.0924174720698065,8.524461436979841,0.03921568539797091,21.99310542087929,3.0221806554233326,21.99310542087929
17,0.024752474694263817,8.52237304602519,2.0919668408903744,8.52237304602519,0.03921568539797091,21.989370570463294,3.0214199318605313,21.989370570463294
18,0.024752474694263817,8.520761956082712,2.0926207782018302,8.520761956082712,0.03921568539797091,21.991081144295485,3.021040032891666,21.991081144295485
19,0.024752474694263817,8.520471256558258,2.092128895296909,8.520471256558258,0.03921568539797091,21.986211384043973,3.0206208369311165,21.986211384043973
20,0.024752475155314597,8.519355516622563,2.0915000043293035,8.519355516622563,0.03921568539797091,21.993639646791944,3.021523115681667,21.993639646791944
21,0.024752474694263817,8.517386575736621,2.0914623843561304,8.517386575736621,0.03921568539797091,21.995959244522393,3.0215323859570073,21.995959244522393
22,0.024752474694263817,8.51777451817352,2.0911394098017477,8.51777451817352,0.03921568539797091,21.986965609531776,3.019758472255632,21.986965609531776
23,0.024752474694263817,8.51517114662888,2.091180216557909,8.51517114662888,0.03921568539797091,21.97889466379203,3.018025056988585,21.97889466379203
24,0.024752474694263817,8.513226350935378,2.091525770059907,8.513226350935378,0.03921568539797091,21.977718615064433,3.0168618641647638,21.977718615064433
25,0.024752474694263817,8.51058305608164,2.0912002590623233,8.51058305608164,0.03921568539797091,21.980981321895825,3.0166633362863577,21.980981321895825
26,0.024752474694263817,8.509536490582004,2.0914679600460695,8.509536490582004,0.03921568539797091,21.980073386547613,3.0165794176213883,21.980073386547613
27,0.024752474694263817,8.510164945432455,2.0918243185128316,8.510164945432455,0.03921568539797091,21.994296578799975,3.0180859378739897,21.994296578799975
28,0.024752474694263817,8.507664385408457,2.0913633834017387,8.507664385408457,0.03921568539797091,22.00038418115354,3.0175646005892287,22.00038418115354
29,0.024752474694263817,8.504937289965035,2.0916088087723987,8.504937289965035,0.03921568539797091,22.00096549239813,3.0176211104673496,22.00096549239813
30,0.024752474694263817,8.504905932020433,2.0915799223550477,8.504905932020433,0.03921568539797091,22.0010923871807,3.017502448138069,22.0010923871807
31,0.024752474694263817,8.50461202446777,2.0916608353652575,8.50461202446777,0.03921568539797091,22.00164009543026,3.017538486742506,22.00164009543026
32,0.024752474694263817,8.504586139527879,2.0916637872705364,8.504586139527879,0.03921568539797091,22.0011931774663,3.0174814065297446,22.0011931774663
33,0.024752474694263817,8.504291855462707,2.091586169039849,8.504291855462707,0.03921568539797091,22.00123919692694,3.017489648332783,22.00123919692694
34,0.024752474694263817,8.504278806176517,2.0915794301741193,8.504278806176517,0.03921568539797091,22.00108533747056,3.01747316940158,22.00108533747056
